old_name,input_directory,new_name_1_component,new_name_2_components,new_name_3_components
wf_ollama_bakllava_latest_detailed_20251009_190743,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_bakllava_latest_detailed_20251009_190743,wf_idt_test_images_ollama_bakllava_latest_detailed_20251009_190743,wf_github_idt_test_images_ollama_bakllava_latest_detailed_20251009_190743
wf_ollama_bakllava_latest_detailed_20251009_191241,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_bakllava_latest_detailed_20251009_191241,wf_idt_test_images_ollama_bakllava_latest_detailed_20251009_191241,wf_github_idt_test_images_ollama_bakllava_latest_detailed_20251009_191241
wf_ollama_bakllava_latest_narrative_20251010_001029,C:\Users\kelly\OneDrive\personal\Pictures\iphone,wf_iphone_ollama_bakllava_latest_narrative_20251010_001029,wf_pictures_iphone_ollama_bakllava_latest_narrative_20251010_001029,wf_personal_pictures_iphone_ollama_bakllava_latest_narrative_20251010_001029
wf_ollama_bakllava_latest_narrative_20251010_204558,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_bakllava_latest_narrative_20251010_204558,wf_idtexternal_testimages_ollama_bakllava_latest_narrative_20251010_204558,wf_idt_idtexternal_testimages_ollama_bakllava_latest_narrative_20251010_204558
wf_ollama_bakllava_latest_narrative_20251010_213726,\\ford\home\photos\MobileBackup\iPhone\2025\09,wf_09_ollama_bakllava_latest_narrative_20251010_213726,wf_2025_09_ollama_bakllava_latest_narrative_20251010_213726,wf_iphone_2025_09_ollama_bakllava_latest_narrative_20251010_213726
wf_ollama_bakllava_latest_narrative_20251011_002542,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_bakllava_latest_narrative_20251011_002542,wf_idtexternal_testimages_ollama_bakllava_latest_narrative_20251011_002542,wf_idt_idtexternal_testimages_ollama_bakllava_latest_narrative_20251011_002542
wf_ollama_claude-opus-4-20250514_technical_20251010_162250,C:\users\kelly\github\testimages,wf_testimages_ollama_claude-opus-4-20250514_technical_20251010_162250,wf_github_testimages_ollama_claude-opus-4-20250514_technical_20251010_162250,wf_kelly_github_testimages_ollama_claude-opus-4-20250514_technical_20251010_162250
wf_ollama_gemma3_artistic_20251009_215359,\\ford\home\photos\MobileBackup\iPhone\2025\09,wf_09_ollama_gemma3_artistic_20251009_215359,wf_2025_09_ollama_gemma3_artistic_20251009_215359,wf_iphone_2025_09_ollama_gemma3_artistic_20251009_215359
wf_ollama_gemma3_colorful_20251009_200830,\\ford\home\Photos\MobileBackup\iPhone\2025\09,wf_09_ollama_gemma3_colorful_20251009_200830,wf_2025_09_ollama_gemma3_colorful_20251009_200830,wf_iphone_2025_09_ollama_gemma3_colorful_20251009_200830
wf_ollama_gemma3_colorful_20251009_211816,c:\idt\testimages,wf_testimages_ollama_gemma3_colorful_20251009_211816,wf_idt_testimages_ollama_gemma3_colorful_20251009_211816,wf_c_idt_testimages_ollama_gemma3_colorful_20251009_211816
wf_ollama_gemma3_latest_colorful_20251009_212606,C:\Users\kelly\GitHub\idt\test_output,wf_test_output_ollama_gemma3_latest_colorful_20251009_212606,wf_idt_test_output_ollama_gemma3_latest_colorful_20251009_212606,wf_github_idt_test_output_ollama_gemma3_latest_colorful_20251009_212606
wf_ollama_gemma3_latest_detailed_20251009_162049,C:\idt\testimages,wf_testimages_ollama_gemma3_latest_detailed_20251009_162049,wf_idt_testimages_ollama_gemma3_latest_detailed_20251009_162049,wf_c_idt_testimages_ollama_gemma3_latest_detailed_20251009_162049
wf_ollama_gemma3_latest_detailed_20251009_183409,C:\idt\testimages,wf_testimages_ollama_gemma3_latest_detailed_20251009_183409,wf_idt_testimages_ollama_gemma3_latest_detailed_20251009_183409,wf_c_idt_testimages_ollama_gemma3_latest_detailed_20251009_183409
wf_ollama_gemma3_latest_detailed_20251009_190635,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_gemma3_latest_detailed_20251009_190635,wf_idt_test_images_ollama_gemma3_latest_detailed_20251009_190635,wf_github_idt_test_images_ollama_gemma3_latest_detailed_20251009_190635
wf_ollama_gemma3_latest_detailed_20251009_205812,C:\idt\testimages,wf_testimages_ollama_gemma3_latest_detailed_20251009_205812,wf_idt_testimages_ollama_gemma3_latest_detailed_20251009_205812,wf_c_idt_testimages_ollama_gemma3_latest_detailed_20251009_205812
wf_ollama_gemma3_latest_narrative_20251010_212121,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_gemma3_latest_narrative_20251010_212121,wf_idtexternal_testimages_ollama_gemma3_latest_narrative_20251010_212121,wf_idt_idtexternal_testimages_ollama_gemma3_latest_narrative_20251010_212121
wf_ollama_gemma3_latest_narrative_20251011_004556,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_gemma3_latest_narrative_20251011_004556,wf_idtexternal_testimages_ollama_gemma3_latest_narrative_20251011_004556,wf_idt_idtexternal_testimages_ollama_gemma3_latest_narrative_20251011_004556
wf_ollama_gemma3_latest_narrative_20251011_104313,\\ford\home\photos\MobileBackup\iPhone\2025\09,wf_09_ollama_gemma3_latest_narrative_20251011_104313,wf_2025_09_ollama_gemma3_latest_narrative_20251011_104313,wf_iphone_2025_09_ollama_gemma3_latest_narrative_20251011_104313
wf_ollama_gpt-oss_latest_narrative_20251010_210205,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_gpt-oss_latest_narrative_20251010_210205,wf_idtexternal_testimages_ollama_gpt-oss_latest_narrative_20251010_210205,wf_idt_idtexternal_testimages_ollama_gpt-oss_latest_narrative_20251010_210205
wf_ollama_gpt-oss_latest_narrative_20251010_232841,\\ford\home\photos\MobileBackup\iPhone\2025\09,wf_09_ollama_gpt-oss_latest_narrative_20251010_232841,wf_2025_09_ollama_gpt-oss_latest_narrative_20251010_232841,wf_iphone_2025_09_ollama_gpt-oss_latest_narrative_20251010_232841
wf_ollama_gpt-oss_latest_narrative_20251011_003414,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_gpt-oss_latest_narrative_20251011_003414,wf_idtexternal_testimages_ollama_gpt-oss_latest_narrative_20251011_003414,wf_idt_idtexternal_testimages_ollama_gpt-oss_latest_narrative_20251011_003414
wf_ollama_llama3.1_latest_narrative_20251010_220601,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llama3.1_latest_narrative_20251010_220601,wf_idtexternal_testimages_ollama_llama3.1_latest_narrative_20251010_220601,wf_idt_idtexternal_testimages_ollama_llama3.1_latest_narrative_20251010_220601
wf_ollama_llama3.1_latest_narrative_20251011_005953,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llama3.1_latest_narrative_20251011_005953,wf_idtexternal_testimages_ollama_llama3.1_latest_narrative_20251011_005953,wf_idt_idtexternal_testimages_ollama_llama3.1_latest_narrative_20251011_005953
wf_ollama_llama3.2-vision_11b_narrative_20251010_212709,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llama3.2-vision_11b_narrative_20251010_212709,wf_idtexternal_testimages_ollama_llama3.2-vision_11b_narrative_20251010_212709,wf_idt_idtexternal_testimages_ollama_llama3.2-vision_11b_narrative_20251010_212709
wf_ollama_llama3.2-vision_11b_narrative_20251011_004948,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llama3.2-vision_11b_narrative_20251011_004948,wf_idtexternal_testimages_ollama_llama3.2-vision_11b_narrative_20251011_004948,wf_idt_idtexternal_testimages_ollama_llama3.2-vision_11b_narrative_20251011_004948
wf_ollama_llama3.2-vision_colorful_20251009_175928,C:\idt\testimages,wf_testimages_ollama_llama3.2-vision_colorful_20251009_175928,wf_idt_testimages_ollama_llama3.2-vision_colorful_20251009_175928,wf_c_idt_testimages_ollama_llama3.2-vision_colorful_20251009_175928
wf_ollama_llama3.2-vision_latest_detailed_20251009_195505,C:\idt\testimages,wf_testimages_ollama_llama3.2-vision_latest_detailed_20251009_195505,wf_idt_testimages_ollama_llama3.2-vision_latest_detailed_20251009_195505,wf_c_idt_testimages_ollama_llama3.2-vision_latest_detailed_20251009_195505
wf_ollama_llama3.2-vision_latest_narrative_20251010_221729,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llama3.2-vision_latest_narrative_20251010_221729,wf_idtexternal_testimages_ollama_llama3.2-vision_latest_narrative_20251010_221729,wf_idt_idtexternal_testimages_ollama_llama3.2-vision_latest_narrative_20251010_221729
wf_ollama_llama3.2-vision_latest_narrative_20251011_010152,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llama3.2-vision_latest_narrative_20251011_010152,wf_idtexternal_testimages_ollama_llama3.2-vision_latest_narrative_20251011_010152,wf_idt_idtexternal_testimages_ollama_llama3.2-vision_latest_narrative_20251011_010152
wf_ollama_llava-llama3_latest_detailed_20251009_162033,C:\idt\testimages,wf_testimages_ollama_llava-llama3_latest_detailed_20251009_162033,wf_idt_testimages_ollama_llava-llama3_latest_detailed_20251009_162033,wf_c_idt_testimages_ollama_llava-llama3_latest_detailed_20251009_162033
wf_ollama_llava-llama3_latest_detailed_20251009_183358,C:\idt\testimages,wf_testimages_ollama_llava-llama3_latest_detailed_20251009_183358,wf_idt_testimages_ollama_llava-llama3_latest_detailed_20251009_183358,wf_c_idt_testimages_ollama_llava-llama3_latest_detailed_20251009_183358
wf_ollama_llava-llama3_latest_narrative_20251010_212317,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava-llama3_latest_narrative_20251010_212317,wf_idtexternal_testimages_ollama_llava-llama3_latest_narrative_20251010_212317,wf_idt_idtexternal_testimages_ollama_llava-llama3_latest_narrative_20251010_212317
wf_ollama_llava-llama3_latest_narrative_20251011_004715,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava-llama3_latest_narrative_20251011_004715,wf_idtexternal_testimages_ollama_llava-llama3_latest_narrative_20251011_004715,wf_idt_idtexternal_testimages_ollama_llava-llama3_latest_narrative_20251011_004715
wf_ollama_llava-phi3_latest_narrative_20251010_212528,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava-phi3_latest_narrative_20251010_212528,wf_idtexternal_testimages_ollama_llava-phi3_latest_narrative_20251010_212528,wf_idt_idtexternal_testimages_ollama_llava-phi3_latest_narrative_20251010_212528
wf_ollama_llava-phi3_latest_narrative_20251011_004848,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava-phi3_latest_narrative_20251011_004848,wf_idtexternal_testimages_ollama_llava-phi3_latest_narrative_20251011_004848,wf_idt_idtexternal_testimages_ollama_llava-phi3_latest_narrative_20251011_004848
wf_ollama_llava_13b_narrative_20251010_211800,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava_13b_narrative_20251010_211800,wf_idtexternal_testimages_ollama_llava_13b_narrative_20251010_211800,wf_idt_idtexternal_testimages_ollama_llava_13b_narrative_20251010_211800
wf_ollama_llava_13b_narrative_20251011_004345,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava_13b_narrative_20251011_004345,wf_idtexternal_testimages_ollama_llava_13b_narrative_20251011_004345,wf_idt_idtexternal_testimages_ollama_llava_13b_narrative_20251011_004345
wf_ollama_llava_34b_narrative_20251010_210903,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava_34b_narrative_20251010_210903,wf_idtexternal_testimages_ollama_llava_34b_narrative_20251010_210903,wf_idt_idtexternal_testimages_ollama_llava_34b_narrative_20251010_210903
wf_ollama_llava_34b_narrative_20251011_003826,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava_34b_narrative_20251011_003826,wf_idtexternal_testimages_ollama_llava_34b_narrative_20251011_003826,wf_idt_idtexternal_testimages_ollama_llava_34b_narrative_20251011_003826
wf_ollama_llava_7b_narrative_20251009_170802,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_llava_7b_narrative_20251009_170802,wf_idt_test_images_ollama_llava_7b_narrative_20251009_170802,wf_github_idt_test_images_ollama_llava_7b_narrative_20251009_170802
wf_ollama_llava_7b_narrative_20251010_215439,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava_7b_narrative_20251010_215439,wf_idtexternal_testimages_ollama_llava_7b_narrative_20251010_215439,wf_idt_idtexternal_testimages_ollama_llava_7b_narrative_20251010_215439
wf_ollama_llava_7b_narrative_20251011_005831,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava_7b_narrative_20251011_005831,wf_idtexternal_testimages_ollama_llava_7b_narrative_20251011_005831,wf_idt_idtexternal_testimages_ollama_llava_7b_narrative_20251011_005831
wf_ollama_llava_latest_colorful_20251010_162245,C:\users\kelly\github\testimages,wf_testimages_ollama_llava_latest_colorful_20251010_162245,wf_github_testimages_ollama_llava_latest_colorful_20251010_162245,wf_kelly_github_testimages_ollama_llava_latest_colorful_20251010_162245
wf_ollama_llava_latest_detailed_20251009_161801,C:\idt\testimages,wf_testimages_ollama_llava_latest_detailed_20251009_161801,wf_idt_testimages_ollama_llava_latest_detailed_20251009_161801,wf_c_idt_testimages_ollama_llava_latest_detailed_20251009_161801
wf_ollama_llava_latest_detailed_20251009_190047,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_llava_latest_detailed_20251009_190047,wf_idt_test_images_ollama_llava_latest_detailed_20251009_190047,wf_github_idt_test_images_ollama_llava_latest_detailed_20251009_190047
wf_ollama_llava_latest_detailed_20251009_210227,C:\idt\testimages,wf_testimages_ollama_llava_latest_detailed_20251009_210227,wf_idt_testimages_ollama_llava_latest_detailed_20251009_210227,wf_c_idt_testimages_ollama_llava_latest_detailed_20251009_210227
wf_ollama_llava_latest_narrative_20251010_163907,C:\Users\kelly\GitHub\idt\test_video,wf_test_video_ollama_llava_latest_narrative_20251010_163907,wf_idt_test_video_ollama_llava_latest_narrative_20251010_163907,wf_github_idt_test_video_ollama_llava_latest_narrative_20251010_163907
wf_ollama_llava_latest_narrative_20251010_221058,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava_latest_narrative_20251010_221058,wf_idtexternal_testimages_ollama_llava_latest_narrative_20251010_221058,wf_idt_idtexternal_testimages_ollama_llava_latest_narrative_20251010_221058
wf_ollama_llava_latest_narrative_20251011_010034,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_llava_latest_narrative_20251011_010034,wf_idtexternal_testimages_ollama_llava_latest_narrative_20251011_010034,wf_idt_idtexternal_testimages_ollama_llava_latest_narrative_20251011_010034
wf_ollama_llava_narrative_20251010_003544,C:\Users\kelly\OneDrive\personal\Pictures\Ireland India England,wf_ireland_india_england_ollama_llava_narrative_20251010_003544,wf_pictures_ireland_india_england_ollama_llava_narrative_20251010_003544,wf_personal_pictures_ireland_india_england_ollama_llava_narrative_20251010_003544
wf_ollama_minicpm-v_8b_narrative_20251010_210430,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_minicpm-v_8b_narrative_20251010_210430,wf_idtexternal_testimages_ollama_minicpm-v_8b_narrative_20251010_210430,wf_idt_idtexternal_testimages_ollama_minicpm-v_8b_narrative_20251010_210430
wf_ollama_minicpm-v_8b_narrative_20251010_233816,\\ford\home\photos\MobileBackup\iPhone\2025\09,wf_09_ollama_minicpm-v_8b_narrative_20251010_233816,wf_2025_09_ollama_minicpm-v_8b_narrative_20251010_233816,wf_iphone_2025_09_ollama_minicpm-v_8b_narrative_20251010_233816
wf_ollama_minicpm-v_8b_narrative_20251011_003603,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_minicpm-v_8b_narrative_20251011_003603,wf_idtexternal_testimages_ollama_minicpm-v_8b_narrative_20251011_003603,wf_idt_idtexternal_testimages_ollama_minicpm-v_8b_narrative_20251011_003603
wf_ollama_minicpm-v_latest_detailed_20251009_194136,C:\idt\testimages,wf_testimages_ollama_minicpm-v_latest_detailed_20251009_194136,wf_idt_testimages_ollama_minicpm-v_latest_detailed_20251009_194136,wf_c_idt_testimages_ollama_minicpm-v_latest_detailed_20251009_194136
wf_ollama_minicpm-v_latest_narrative_20251010_210715,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_minicpm-v_latest_narrative_20251010_210715,wf_idtexternal_testimages_ollama_minicpm-v_latest_narrative_20251010_210715,wf_idt_idtexternal_testimages_ollama_minicpm-v_latest_narrative_20251010_210715
wf_ollama_minicpm-v_latest_narrative_20251011_003734,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_minicpm-v_latest_narrative_20251011_003734,wf_idtexternal_testimages_ollama_minicpm-v_latest_narrative_20251011_003734,wf_idt_idtexternal_testimages_ollama_minicpm-v_latest_narrative_20251011_003734
wf_ollama_mistral-small3.1_latest_detailed_20251009_191842,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_mistral-small3.1_latest_detailed_20251009_191842,wf_idt_test_images_ollama_mistral-small3.1_latest_detailed_20251009_191842,wf_github_idt_test_images_ollama_mistral-small3.1_latest_detailed_20251009_191842
wf_ollama_mistral-small3.1_latest_narrative_20251010_213141,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_mistral-small3.1_latest_narrative_20251010_213141,wf_idtexternal_testimages_ollama_mistral-small3.1_latest_narrative_20251010_213141,wf_idt_idtexternal_testimages_ollama_mistral-small3.1_latest_narrative_20251010_213141
wf_ollama_mistral-small3.1_latest_narrative_20251011_005317,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_mistral-small3.1_latest_narrative_20251011_005317,wf_idtexternal_testimages_ollama_mistral-small3.1_latest_narrative_20251011_005317,wf_idt_idtexternal_testimages_ollama_mistral-small3.1_latest_narrative_20251011_005317
wf_ollama_mistral-small3.2_latest_detailed_20251009_191306,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_mistral-small3.2_latest_detailed_20251009_191306,wf_idt_test_images_ollama_mistral-small3.2_latest_detailed_20251009_191306,wf_github_idt_test_images_ollama_mistral-small3.2_latest_detailed_20251009_191306
wf_ollama_mistral-small3.2_latest_detailed_20251009_200959,C:\idt\testimages,wf_testimages_ollama_mistral-small3.2_latest_detailed_20251009_200959,wf_idt_testimages_ollama_mistral-small3.2_latest_detailed_20251009_200959,wf_c_idt_testimages_ollama_mistral-small3.2_latest_detailed_20251009_200959
wf_ollama_mistral-small3.2_latest_narrative_20251010_204832,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_mistral-small3.2_latest_narrative_20251010_204832,wf_idtexternal_testimages_ollama_mistral-small3.2_latest_narrative_20251010_204832,wf_idt_idtexternal_testimages_ollama_mistral-small3.2_latest_narrative_20251010_204832
wf_ollama_mistral-small3.2_latest_narrative_20251010_221623,\\ford\home\photos\MobileBackup\iPhone\2025\09,wf_09_ollama_mistral-small3.2_latest_narrative_20251010_221623,wf_2025_09_ollama_mistral-small3.2_latest_narrative_20251010_221623,wf_iphone_2025_09_ollama_mistral-small3.2_latest_narrative_20251010_221623
wf_ollama_mistral-small3.2_latest_narrative_20251011_002715,C:\Users\kelly\GitHub\idt\idtexternal\testimages,wf_testimages_ollama_mistral-small3.2_latest_narrative_20251011_002715,wf_idtexternal_testimages_ollama_mistral-small3.2_latest_narrative_20251011_002715,wf_idt_idtexternal_testimages_ollama_mistral-small3.2_latest_narrative_20251011_002715
wf_ollama_moondream_artistic_20251009_170732,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_moondream_artistic_20251009_170732,wf_idt_test_images_ollama_moondream_artistic_20251009_170732,wf_github_idt_test_images_ollama_moondream_artistic_20251009_170732
wf_ollama_moondream_artistic_20251010_160502,C:\users\kelly\github\testimages,wf_testimages_ollama_moondream_artistic_20251010_160502,wf_github_testimages_ollama_moondream_artistic_20251010_160502,wf_kelly_github_testimages_ollama_moondream_artistic_20251010_160502
wf_ollama_moondream_artistic_20251010_160606,C:\users\kelly\github\testimages,wf_testimages_ollama_moondream_artistic_20251010_160606,wf_github_testimages_ollama_moondream_artistic_20251010_160606,wf_kelly_github_testimages_ollama_moondream_artistic_20251010_160606
wf_ollama_moondream_artistic_20251010_160611,C:\users\kelly\github\testimages,wf_testimages_ollama_moondream_artistic_20251010_160611,wf_github_testimages_ollama_moondream_artistic_20251010_160611,wf_kelly_github_testimages_ollama_moondream_artistic_20251010_160611
wf_ollama_moondream_artistic_20251010_160615,C:\users\kelly\github\testimages,wf_testimages_ollama_moondream_artistic_20251010_160615,wf_github_testimages_ollama_moondream_artistic_20251010_160615,wf_kelly_github_testimages_ollama_moondream_artistic_20251010_160615
wf_ollama_moondream_artistic_20251010_160654,C:\users\kelly\github\testimages,wf_testimages_ollama_moondream_artistic_20251010_160654,wf_github_testimages_ollama_moondream_artistic_20251010_160654,wf_kelly_github_testimages_ollama_moondream_artistic_20251010_160654
wf_ollama_moondream_artistic_20251010_180917,C:\Users\kelly\GitHub\idt\Descriptions,wf_descriptions_ollama_moondream_artistic_20251010_180917,wf_idt_descriptions_ollama_moondream_artistic_20251010_180917,wf_github_idt_descriptions_ollama_moondream_artistic_20251010_180917
wf_ollama_moondream_artistic_20251010_180926,C:\Users\kelly\GitHub\idt\test_source_artistic,wf_test_source_artistic_ollama_moondream_artistic_20251010_180926,wf_idt_test_source_artistic_ollama_moondream_artistic_20251010_180926,wf_github_idt_test_source_artistic_ollama_moondream_artistic_20251010_180926
wf_ollama_moondream_colorful_20251009_160105,C:\idt\testimages,wf_testimages_ollama_moondream_colorful_20251009_160105,wf_idt_testimages_ollama_moondream_colorful_20251009_160105,wf_c_idt_testimages_ollama_moondream_colorful_20251009_160105
wf_ollama_moondream_colorful_20251009_170600,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_moondream_colorful_20251009_170600,wf_idt_test_images_ollama_moondream_colorful_20251009_170600,wf_github_idt_test_images_ollama_moondream_colorful_20251009_170600
wf_ollama_moondream_colorful_20251009_170617,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_moondream_colorful_20251009_170617,wf_idt_test_images_ollama_moondream_colorful_20251009_170617,wf_github_idt_test_images_ollama_moondream_colorful_20251009_170617
wf_ollama_moondream_colorful_20251009_170705,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_moondream_colorful_20251009_170705,wf_idt_test_images_ollama_moondream_colorful_20251009_170705,wf_github_idt_test_images_ollama_moondream_colorful_20251009_170705
wf_ollama_moondream_colorful_20251009_170838,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_moondream_colorful_20251009_170838,wf_idt_test_images_ollama_moondream_colorful_20251009_170838,wf_github_idt_test_images_ollama_moondream_colorful_20251009_170838
wf_ollama_moondream_colorful_20251009_171200,C:\idt\testimages,wf_testimages_ollama_moondream_colorful_20251009_171200,wf_idt_testimages_ollama_moondream_colorful_20251009_171200,wf_c_idt_testimages_ollama_moondream_colorful_20251009_171200
wf_ollama_moondream_colorful_20251009_171409,\\ford\home\Photos\MobileBackup\iPhone\2019\07,wf_07_ollama_moondream_colorful_20251009_171409,wf_2019_07_ollama_moondream_colorful_20251009_171409,wf_iphone_2019_07_ollama_moondream_colorful_20251009_171409
wf_ollama_moondream_colorful_20251009_183608,C:\idt\testimages,wf_testimages_ollama_moondream_colorful_20251009_183608,wf_idt_testimages_ollama_moondream_colorful_20251009_183608,wf_c_idt_testimages_ollama_moondream_colorful_20251009_183608
wf_ollama_moondream_detailed_20251009_170745,C:\Users\kelly\GitHub\idt\test_images,wf_test_images_ollama_moondream_detailed_20251009_170745,wf_idt_test_images_ollama_moondream_detailed_20251009_170745,wf_github_idt_test_images_ollama_moondream_detailed_20251009_170745
wf_ollama_moondream_latest_artistic_20251010_162217,C:\users\kelly\github\testimages,wf_testimages_ollama_moondream_latest_artistic_20251010_162217,wf_github_testimages_ollama_moondream_latest_artistic_20251010_162217,wf_kelly_github_testimages_ollama_moondream_latest_artistic_20251010_162217
